Geohash,GeohashBounds,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Location,Latitude,Longitude,City,County,State,Country,ISO_3166_2,AvgTimeToPark,AvgTimeToParkRatio,TotalSearching,PercentSearching,AvgUniqueGeohashes,AvgTotalGeohashes,CirclingDistribution,HourlyDistribution,SearchingByHour,PercentCar,PercentMPV,PercentLDT,PercentMDT,PercentHDT,PercentOther,UpdateDate,Version
c2b8140,"POLYGON((-123.0029296875 49.229736328125, -123.001556396484 49.229736328125, -123.001556396484 49.2311096191406, -123.0029296875 49.2311096191406, -123.0029296875 49.229736328125))",49.23,-123.003,49.231,-123.002,POINT(-123.0022 49.23036),49.23,-123.002,Burnaby,,British Columbia,Canada,CA-BC,4.543,2.096,5,0.139,5.4,9.8,"{""c2b80cz"":0.0043, ""c2b811c"":0.0695, ""c2b811b"":0.0695, ""c2b80fp"":0.0926, ""c2b8143"":0.1998, ""c2b8142"":0.055, ""c2b8141"":0.103, ""c2b80fr"":0.1576, ""c2b8140"":0.2487}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0, ""07"": 0, ""08"": 0.2, ""09"": 0.2, ""10"": 0, ""11"": 0.2, ""12"": 0, ""13"": 0.4, ""14"": 0, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0, ""07"": 0, ""08"": 0.2, ""09"": 0.1667, ""10"": 0, ""11"": 0.5, ""12"": 0, ""13"": 1, ""14"": 0, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.2,0,0.4,0,0,0.4,02-10-20,2.2
c2b80yx,"POLYGON((-123.004302978516 49.2544555664062, -123.0029296875 49.2544555664062, -123.0029296875 49.2558288574219, -123.004302978516 49.2558288574219, -123.004302978516 49.2544555664062))",49.254,-123.004,49.256,-123.003,POINT(-123.0035 49.255),49.255,-123.003,Burnaby,,British Columbia,Canada,CA-BC,6.089,2.661,6,0.273,4.333,7.5,"{""c2b81n8"":0.0714, ""c2b80yr"":0.1491, ""c2b81nb"":0.1398, ""c2b80yz"":0.051, ""c2b81n2"":0.3208, ""c2b80yx"":0.158, ""c2b80yy"":0.0177, ""c2b80yw"":0.0922}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0, ""06"": 0.2, ""07"": 0, ""08"": 0.2, ""09"": 0.2, ""10"": 0, ""11"": 0, ""12"": null, ""13"": null, ""14"": 0, ""15"": 0.2, ""16"": null, ""17"": null, ""18"": null, ""19"": 0, ""20"": 0.2, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0, ""06"": 1, ""07"": 0, ""08"": 0.3333, ""09"": 0.4, ""10"": 0, ""11"": 0, ""12"": null, ""13"": null, ""14"": 0, ""15"": 0.25, ""16"": null, ""17"": null, ""18"": null, ""19"": 0, ""20"": 0.5, ""21"": null, ""22"": null, ""23"": null}",0,0.167,0.833,0,0,0,02-10-20,2.2
c2b81w1,"POLYGON((-122.979583740234 49.251708984375, -122.978210449219 49.251708984375, -122.978210449219 49.2530822753906, -122.979583740234 49.2530822753906, -122.979583740234 49.251708984375))",49.252,-122.98,49.253,-122.978,POINT(-122.97889 49.25287),49.253,-122.979,Burnaby,,British Columbia,Canada,CA-BC,4.618,1.172,18,0.058,5,8.778,"{""c2b81tc"":0.0373, ""c2b81w1"":0.1484, ""c2b81tb"":0.0426, ""c2b81w2"":0.1595, ""c2b81w4"":0.0685, ""c2b81w3"":0.144, ""c2b81w0"":0.2054, ""c2b81w6"":0.1267, ""c2b81tf"":0.0675}","{""00"": 0, ""01"": null, ""02"": null, ""03"": null, ""04"": 0, ""05"": 0, ""06"": 0.1053, ""07"": 0.1053, ""08"": 0, ""09"": 0, ""10"": 0.1053, ""11"": 0.1053, ""12"": 0.1053, ""13"": 0.1053, ""14"": 0.1579, ""15"": 0.1053, ""16"": 0, ""17"": 0, ""18"": 0, ""19"": 0, ""20"": 0, ""21"": 0.1053, ""22"": 0, ""23"": 0}","{""00"": 0, ""01"": null, ""02"": null, ""03"": null, ""04"": 0, ""05"": 0, ""06"": 0.0417, ""07"": 0.0556, ""08"": 0, ""09"": 0, ""10"": 0.25, ""11"": 0.0577, ""12"": 0.0595, ""13"": 0.141, ""14"": 0.0365, ""15"": 0.0119, ""16"": 0, ""17"": 0, ""18"": 0, ""19"": 0, ""20"": 0, ""21"": 0.25, ""22"": 0, ""23"": 0}",0,0.056,0.611,0.111,0,0.222,02-10-20,2.2
c2b82bt,"POLYGON((-123.007049560547 49.2654418945312, -123.005676269531 49.2654418945313, -123.005676269531 49.2668151855469, -123.007049560547 49.2668151855469, -123.007049560547 49.2654418945312))",49.265,-123.007,49.267,-123.006,POINT(-123.00616 49.26592),49.266,-123.006,Burnaby,,British Columbia,Canada,CA-BC,5.863,1.541,5,0.089,4.4,7.8,"{""c2b82bq"":0.111, ""c2b82bw"":0.1505, ""c2b82bm"":0.2603, ""c2b82bs"":0.1223, ""c2b82bt"":0.2335, ""c2b82bk"":0.1223}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.2, ""09"": 0.2, ""10"": 0, ""11"": 0.2, ""12"": 0, ""13"": 0.2, ""14"": 0.2, ""15"": null, ""16"": 0, ""17"": 0, ""18"": 0, ""19"": null, ""20"": null, ""21"": 0, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.125, ""09"": 0.1, ""10"": 0, ""11"": 0.0833, ""12"": 0, ""13"": 0.1, ""14"": 0.25, ""15"": null, ""16"": 0, ""17"": 0, ""18"": 0, ""19"": null, ""20"": null, ""21"": 0, ""22"": null, ""23"": null}",0.2,0.2,0.6,0,0,0,02-10-20,2.2
c2b874g,"POLYGON((-122.910919189453 49.2778015136719, -122.909545898438 49.2778015136719, -122.909545898438 49.2791748046875, -122.910919189453 49.2791748046875, -122.910919189453 49.2778015136719))",49.278,-122.911,49.279,-122.91,POINT(-122.91036 49.27826),49.278,-122.91,Burnaby,,British Columbia,Canada,CA-BC,5.391,1.201,11,0.157,4.818,8.091,"{""c2b874e"":0.0925, ""c2b874g"":0.3387, ""c2b874s"":0.0963, ""c2b8755"":0.0394, ""c2b874f"":0.1945, ""c2b874u"":0.0724, ""c2b874d"":0.0525, ""c2b8754"":0.1135}","{""00"": 0, ""01"": 0, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0, ""08"": 0, ""09"": 0.1667, ""10"": 0.1667, ""11"": 0.1667, ""12"": 0.1667, ""13"": 0.1667, ""14"": 0.1667, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": null, ""19"": null, ""20"": null, ""21"": 0, ""22"": 0, ""23"": null}","{""00"": 0, ""01"": 0, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0, ""08"": 0, ""09"": 0.5556, ""10"": 0.1429, ""11"": 0.025, ""12"": 0.3333, ""13"": 0.5, ""14"": 0.0625, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": null, ""19"": null, ""20"": null, ""21"": 0, ""22"": 0, ""23"": null}",0,0.091,0.273,0.364,0.091,0.182,02-10-20,2.2
c2b82bm,"POLYGON((-123.007049560547 49.2640686035156, -123.005676269531 49.2640686035156, -123.005676269531 49.2654418945313, -123.007049560547 49.2654418945312, -123.007049560547 49.2640686035156))",49.264,-123.007,49.265,-123.006,POINT(-123.00615 49.26464),49.265,-123.006,Burnaby,,British Columbia,Canada,CA-BC,7.658,1.905,8,0.348,4.375,7,"{""c2b82bs"":0.1802, ""c2b82bw"":0.125, ""c2b82bq"":0.0772, ""c2b82bj"":0.1116, ""c2b82bk"":0.0815, ""c2b82bn"":0.0801, ""c2b82bm"":0.1985, ""c2b82bt"":0.1459}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0, ""09"": 0, ""10"": 0, ""11"": 0.25, ""12"": 0, ""13"": 0.25, ""14"": 0.25, ""15"": 0.25, ""16"": null, ""17"": 0, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0, ""09"": 0, ""10"": 0, ""11"": 0.5, ""12"": 0, ""13"": 1, ""14"": 0.3333, ""15"": 0.5, ""16"": null, ""17"": 0, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0.625,0.25,0.125,0,0,02-10-20,2.2
c2b82bd,"POLYGON((-123.011169433594 49.2654418945312, -123.009796142578 49.2654418945312, -123.009796142578 49.2668151855469, -123.011169433594 49.2668151855469, -123.011169433594 49.2654418945312))",49.265,-123.011,49.267,-123.01,POINT(-123.0109 49.26595),49.266,-123.011,Burnaby,,British Columbia,Canada,CA-BC,4.753,1.092,5,0.25,5.8,8.2,"{""c2b82b6"":0.1995, ""c2b82bd"":0.1401, ""c2b82be"":0.3043, ""c2b82b7"":0.0857, ""c2b82b3"":0.1508, ""c2b82bg"":0.0124, ""c2b82b9"":0.1071}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.2, ""08"": 0, ""09"": 0.2, ""10"": 0, ""11"": 0.2, ""12"": null, ""13"": 0, ""14"": 0.2, ""15"": 0.2, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.5, ""08"": 0, ""09"": 0.5, ""10"": 0, ""11"": 0.3333, ""12"": null, ""13"": 0, ""14"": 0.5, ""15"": 0.25, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0.2,0.6,0.2,0,0,02-10-20,2.2
c2b81sm,"POLYGON((-122.974090576172 49.2420959472656, -122.972717285156 49.2420959472656, -122.972717285156 49.2434692382812, -122.974090576172 49.2434692382812, -122.974090576172 49.2420959472656))",49.242,-122.974,49.243,-122.973,POINT(-122.97386 49.24284),49.243,-122.974,Burnaby,,British Columbia,Canada,CA-BC,3.765,1.48,13,0.032,5.154,7.769,"{""c2b81sn"":0.0639, ""c2b81sm"":0.1226, ""c2b81sk"":0.127, ""c2b81st"":0.282, ""c2b81sq"":0.0815, ""c2b81sj"":0.0658, ""c2b81sw"":0.0595, ""c2b81ss"":0.1111, ""c2b81sh"":0.0866}","{""00"": null, ""01"": null, ""02"": null, ""03"": 0, ""04"": null, ""05"": null, ""06"": 0, ""07"": 0, ""08"": 0, ""09"": 0.1667, ""10"": 0.1667, ""11"": 0, ""12"": 0, ""13"": 0.1667, ""14"": 0.1667, ""15"": 0.1667, ""16"": 0.1667, ""17"": 0, ""18"": 0, ""19"": null, ""20"": null, ""21"": null, ""22"": 0, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": 0, ""04"": null, ""05"": null, ""06"": 0, ""07"": 0, ""08"": 0, ""09"": 0.0937, ""10"": 0.0303, ""11"": 0, ""12"": 0, ""13"": 0.0357, ""14"": 0.0528, ""15"": 0.036, ""16"": 0.0909, ""17"": 0, ""18"": 0, ""19"": null, ""20"": null, ""21"": null, ""22"": 0, ""23"": null}",0.462,0.077,0.462,0,0,0,02-10-20,2.2
c2b80ck,"POLYGON((-123.008422851562 49.2256164550781, -123.007049560547 49.2256164550781, -123.007049560547 49.2269897460938, -123.008422851562 49.2269897460938, -123.008422851562 49.2256164550781))",49.226,-123.008,49.227,-123.007,POINT(-123.00756 49.22641),49.226,-123.008,Burnaby,,British Columbia,Canada,CA-BC,5.18,1.465,5,0.147,5.8,9.2,"{""c2b80cm"":0.1293, ""c2b80ck"":0.4105, ""c2b80ch"":0.006, ""c2b80c7"":0.1096, ""c2b80cs"":0.2129, ""c2b80c5"":0.0868, ""c2b80ct"":0.0449}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.25, ""08"": 0.25, ""09"": 0, ""10"": 0, ""11"": 0.25, ""12"": 0, ""13"": 0.25, ""14"": 0, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.125, ""08"": 0.125, ""09"": 0, ""10"": 0, ""11"": 0.6667, ""12"": 0, ""13"": 0.3333, ""14"": 0, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0.2,0.4,0.2,0.2,0,02-10-20,2.2
c2b811c,"POLYGON((-123.001556396484 49.2283630371094, -123.000183105469 49.2283630371094, -123.000183105469 49.229736328125, -123.001556396484 49.229736328125, -123.001556396484 49.2283630371094))",49.228,-123.002,49.23,-123,POINT(-123.00096 49.22873),49.229,-123.001,Burnaby,,British Columbia,Canada,CA-BC,3.367,1.315,7,0.259,5,7.286,"{""c2b8140"":0.11, ""c2b8144"":0.055, ""c2b811d"":0.0251, ""c2b811b"":0.2341, ""c2b811f"":0.0943, ""c2b8119"":0.0617, ""c2b811c"":0.1959, ""c2b8141"":0.0707, ""c2b8118"":0.1532}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0, ""07"": null, ""08"": 0.2, ""09"": 0.2, ""10"": 0.2, ""11"": 0.2, ""12"": 0, ""13"": 0.2, ""14"": null, ""15"": 0, ""16"": null, ""17"": null, ""18"": 0, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0, ""07"": null, ""08"": 1, ""09"": 0.3333, ""10"": 0.125, ""11"": 0.5, ""12"": 0, ""13"": 0.6667, ""14"": null, ""15"": 0, ""16"": null, ""17"": null, ""18"": 0, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.143,0,0.714,0,0.143,0,02-10-20,2.2
c1tvmyd,"POLYGON((-126.658630371094 54.3960571289063, -126.657257080078 54.3960571289063, -126.657257080078 54.3974304199219, -126.658630371094 54.3974304199219, -126.658630371094 54.3960571289063))",54.396,-126.659,54.397,-126.657,POINT(-126.65789 54.39701),54.397,-126.658,Houston,,British Columbia,Canada,CA-BC,5.626,1.373,9,0.069,4.333,7,"{""c1tvmyf"":0.0457, ""c1tvmy9"":0.0769, ""c1tvmye"":0.1928, ""c1tvmyg"":0.1042, ""c1tvmyd"":0.4613, ""c1tvmyc"":0.1192}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0, ""06"": 0.2, ""07"": null, ""08"": 0.2, ""09"": 0, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0.2, ""16"": 0, ""17"": 0.2, ""18"": 0.2, ""19"": 0, ""20"": 0, ""21"": 0, ""22"": 0, ""23"": 0}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0, ""06"": 0.5, ""07"": null, ""08"": 0.2, ""09"": 0, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0.2, ""16"": 0, ""17"": 0.0759, ""18"": 0.1667, ""19"": 0, ""20"": 0, ""21"": 0, ""22"": 0, ""23"": 0}",0,0.222,0.667,0,0.111,0,02-10-20,2.2
c2gh5m8,"POLYGON((-119.388427734375 49.9520874023438, -119.387054443359 49.9520874023438, -119.387054443359 49.9534606933594, -119.388427734375 49.9534606933594, -119.388427734375 49.9520874023438))",49.952,-119.388,49.953,-119.387,POINT(-119.3882 49.95282),49.953,-119.388,Kelowna,,British Columbia,Canada,CA-BC,3.463,1.383,5,0.263,5.2,8.2,"{""c2gh5jr"":0.0276, ""c2gh5jx"":0.2247, ""c2gh5m9"":0.0768, ""c2gh5m2"":0.0577, ""c2gh5mc"":0.0787, ""c2gh5m3"":0.3444, ""c2gh5m8"":0.1901}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.2, ""06"": null, ""07"": 0, ""08"": 0, ""09"": 0, ""10"": 0.2, ""11"": 0.2, ""12"": 0, ""13"": 0.2, ""14"": 0, ""15"": 0.2, ""16"": 0, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 1, ""06"": null, ""07"": 0, ""08"": 0, ""09"": 0, ""10"": 0.3333, ""11"": 1, ""12"": 0, ""13"": 0.5, ""14"": 0, ""15"": 1, ""16"": 0, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0.2,0.2,0,0.6,0,02-10-20,2.2
c2878sc,"POLYGON((-123.375091552734 48.4538269042969, -123.373718261719 48.4538269042969, -123.373718261719 48.4552001953125, -123.375091552734 48.4552001953125, -123.375091552734 48.4538269042969))",48.454,-123.375,48.455,-123.374,POINT(-123.37432 48.45459),48.455,-123.374,Saanich,,British Columbia,Canada,CA-BC,4.257,1.613,5,0.088,5.2,9.2,"{""c2878sb"":0.019, ""c2878s8"":0.4364, ""c2878sf"":0.2781, ""c2878t4"":0.076, ""c2878s9"":0.1098, ""c2878sc"":0.062, ""c2878sd"":0.0186}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0, ""06"": 0, ""07"": 0.2, ""08"": 0.2, ""09"": 0, ""10"": 0.2, ""11"": 0.2, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""16"": 0.2, ""17"": 0, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0, ""06"": 0, ""07"": 0.1429, ""08"": 0.1667, ""09"": 0, ""10"": 0.1429, ""11"": 0.3333, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""16"": 0.3333, ""17"": 0, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0.8,0,0.2,0,02-10-20,2.2
c287b1x,"POLYGON((-123.388824462891 48.4799194335938, -123.387451171875 48.4799194335938, -123.387451171875 48.4812927246094, -123.388824462891 48.4812927246094, -123.388824462891 48.4799194335938))",48.48,-123.389,48.481,-123.387,POINT(-123.38834 48.48029),48.48,-123.388,Saanich,,British Columbia,Canada,CA-BC,4.765,1.466,110,0.598,5.909,8.427,"{""c287b1y"":0.1158, ""c287b38"":0.1719, ""c287b1w"":0.0615, ""c287b1x"":0.4751, ""c287b1r"":0.0705, ""c287b32"":0.0421, ""c287b1z"":0.0033, ""c287b3b"":0.0598}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0.058, ""05"": 0, ""06"": 0.058, ""07"": 0.058, ""08"": 0.1741, ""09"": 0.0653, ""10"": 0.058, ""11"": 0.0929, ""12"": 0.1112, ""13"": 0.125, ""14"": 0.0638, ""15"": 0.0774, ""16"": 0.058, ""17"": 0, ""18"": null, ""19"": 0, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0.3333, ""05"": 0, ""06"": 0.6, ""07"": 0.3189, ""08"": 0.2, ""09"": 0.7, ""10"": 0.6667, ""11"": 0.4375, ""12"": 0.8333, ""13"": 0.8036, ""14"": 0.7308, ""15"": 0.7778, ""16"": 0.5, ""17"": 0, ""18"": null, ""19"": 0, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0.046,0.246,0,0.7,0.009,02-10-20,2.2
c2878t0,"POLYGON((-123.37646484375 48.4552001953125, -123.375091552734 48.4552001953125, -123.375091552734 48.4565734863281, -123.37646484375 48.4565734863281, -123.37646484375 48.4552001953125))",48.455,-123.376,48.457,-123.375,POINT(-123.37581 48.45598),48.456,-123.376,Saanich,,British Columbia,Canada,CA-BC,4.573,1.241,5,0.25,5.8,9.2,"{""c2878sb"":0.0243, ""c2878t2"":0.141, ""c2878t3"":0.0663, ""c2878kz"":0.0438, ""c2878t1"":0.2245, ""c2878t0"":0.1378, ""c2878sc"":0.0438, ""c2878mr"":0.1726, ""c2878mp"":0.1459}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0, ""07"": null, ""08"": 0.25, ""09"": 0.25, ""10"": 0, ""11"": 0.25, ""12"": 0, ""13"": 0.25, ""14"": 0, ""15"": 0, ""16"": null, ""17"": null, ""18"": 0, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0, ""07"": null, ""08"": 0.6667, ""09"": 0.25, ""10"": 0, ""11"": 0.5, ""12"": 0, ""13"": 0.5, ""14"": 0, ""15"": 0, ""16"": null, ""17"": null, ""18"": 0, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0.6,0,0.4,0,02-10-20,2.2
c2878hg,"POLYGON((-123.394317626953 48.4538269042969, -123.392944335938 48.4538269042969, -123.392944335938 48.4552001953125, -123.394317626953 48.4552001953125, -123.394317626953 48.4538269042969))",48.454,-123.394,48.455,-123.393,POINT(-123.39387 48.45456),48.455,-123.394,Saanich,,British Columbia,Canada,CA-BC,2.687,1.747,5,0.096,5,7,"{""c2878he"":0.0362, ""c2878jh"":0.0892, ""c2878hg"":0.1327, ""c2878hs"":0.0918, ""c2878hu"":0.3715, ""c2878hf"":0.2786}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0, ""07"": 0, ""08"": 0, ""09"": 0, ""10"": null, ""11"": 0.3333, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""16"": 0.3333, ""17"": 0, ""18"": 0.3333, ""19"": 0, ""20"": 0, ""21"": 0, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0, ""07"": 0, ""08"": 0, ""09"": 0, ""10"": null, ""11"": 0.2, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""16"": 0.1667, ""17"": 0, ""18"": 0.75, ""19"": 0, ""20"": 0, ""21"": 0, ""22"": null, ""23"": null}",0,0.4,0.4,0,0,0.2,02-10-20,2.2
c2878s4,"POLYGON((-123.373718261719 48.44970703125, -123.372344970703 48.44970703125, -123.372344970703 48.4510803222656, -123.373718261719 48.4510803222656, -123.373718261719 48.44970703125))",48.45,-123.374,48.451,-123.372,POINT(-123.37337 48.45078),48.451,-123.373,Saanich,,British Columbia,Canada,CA-BC,2.331,1.409,7,0.467,4.714,6.714,"{""c2878s5"":0.2424, ""c2878s4"":0.1056, ""c2878s3"":0.1329, ""c2878s6"":0.1698, ""c2878s7"":0.0246, ""c2878ef"":0.194, ""c2878s1"":0.1308}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0, ""07"": 0, ""08"": 0.2, ""09"": 0.2, ""10"": 0, ""11"": 0.2, ""12"": 0.2, ""13"": 0.2, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0, ""07"": 0, ""08"": 0.5, ""09"": 0.625, ""10"": 0, ""11"": 1, ""12"": 0.5, ""13"": 1, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0.429,0.429,0,0.143,0,02-10-20,2.2
c28ryd6,"POLYGON((-123.110046386719 49.1871643066406, -123.108673095703 49.1871643066406, -123.108673095703 49.1885375976562, -123.110046386719 49.1885375976562, -123.110046386719 49.1871643066406))",49.187,-123.11,49.189,-123.109,POINT(-123.10935 49.18763),49.188,-123.109,Richmond,,British Columbia,Canada,CA-BC,4.003,1.601,15,0.714,4.067,11.333,"{""c28ryd9"":0.0931, ""c28ryd6"":0.582, ""c28ryd1"":0.1169, ""c28ryd3"":0.0545, ""c28ryd4"":0.1534}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0, ""09"": 0.1, ""10"": 0.1, ""11"": null, ""12"": 0, ""13"": 0.1, ""14"": 0.1, ""15"": 0.1, ""16"": 0.1, ""17"": 0.2, ""18"": null, ""19"": 0.1, ""20"": 0.1, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0, ""09"": 1, ""10"": 1, ""11"": null, ""12"": 0, ""13"": 1, ""14"": 0.5, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": null, ""19"": 1, ""20"": 1, ""21"": null, ""22"": null, ""23"": null}",0,0.067,0.867,0,0,0.067,02-10-20,2.2
c28rz5n,"POLYGON((-123.082580566406 49.1912841796875, -123.081207275391 49.1912841796875, -123.081207275391 49.1926574707031, -123.082580566406 49.1926574707031, -123.082580566406 49.1912841796875))",49.191,-123.083,49.193,-123.081,POINT(-123.08183 49.19244),49.192,-123.082,Richmond,,British Columbia,Canada,CA-BC,3.106,2.078,6,0.154,4,10,"{""c28rz4v"":0.0671, ""c28rz4y"":0.0565, ""c28rz5n"":0.3708, ""c28rz5p"":0.0645, ""c28rz5q"":0.3184, ""c28rz5j"":0, ""c28rz5m"":0, ""c28rz5r"":0.1226}","{""00"": 0, ""01"": 0, ""02"": 0, ""03"": null, ""04"": 0, ""05"": 0, ""06"": null, ""07"": 0, ""08"": 0.2, ""09"": 0.2, ""10"": 0, ""11"": 0, ""12"": 0.2, ""13"": 0.2, ""14"": 0, ""15"": null, ""16"": 0.2, ""17"": null, ""18"": 0, ""19"": null, ""20"": null, ""21"": 0, ""22"": null, ""23"": null}","{""00"": 0, ""01"": 0, ""02"": 0, ""03"": null, ""04"": 0, ""05"": 0, ""06"": null, ""07"": 0, ""08"": 0.0833, ""09"": 0.25, ""10"": 0, ""11"": 0, ""12"": 0.5, ""13"": 0.3333, ""14"": 0, ""15"": null, ""16"": 1, ""17"": null, ""18"": 0, ""19"": null, ""20"": null, ""21"": 0, ""22"": null, ""23"": null}",0.167,0.167,0.5,0,0,0.167,02-10-20,2.2
